Species, N  , ID                      , l_logepsX, logepsX, e_logepsX, l_[X/H], [X/H], l_[X/Fe], [X/Fe]
Mg     ,   4, SMSS J022452.58-731051.8,          , 5.61   ,      0.14,        , -1.99,         , 0.56
Mg     ,   3, SMSS J022545.31-774119.9,          , 5.29   ,      0.07,        , -2.31,         , 0.33
Mg     ,  11, SMSS J022756.48-684256.6,          , 5.47   ,      0.14,        , -2.13,         , 0.09
Mg     ,   5, SMSS J023139.43-523957.4,          , 5.34   ,      0.08,        , -2.26,         , 0.68
Mg     ,   3, SMSS J023147.96-575341.7,          , 4.47   ,      0.1 ,        , -3.13,         , 0.29
Mg     ,   5, SMSS J024643.28-352502.4,          , 4.87   ,      0.09,        , -2.73,         , 0.64
Mg     ,   7, SMSS J024858.41-684306.4,          , 4.46   ,      0.09,        , -3.14,         , 0.57
Mg     ,   3, 2MASS J03084611-4747083 ,          , 6.44   ,      0.16,        , -1.16,         , 0.4
Mg     ,   4, SMSS J031556.09-473442.1,          , 4.82   ,      0.1 ,        , -2.78,         , 0.47
Mg     ,   5, SMSS J032132.29-363123.6,          , 4.75   ,      0.15,        , -2.85,         , 0.55
Mg     ,   6, SMSS J033005.90-681352.5,          , 4.79   ,      0.08,        , -2.81,         , 0.63
Mg     ,   6, SMSS J034249.53-284216.0,          , 5.1    ,      0.08,        , -2.5 ,         , -0.17
Mg     ,   7, SMSS J040148.04-743537.3,          , 5.0    ,      0.09,        , -2.6 ,         , 0.49
Mg     ,   6, SMSS J041957.56-493818.3,          , 5.03   ,      0.13,        , -2.57,         , 0.4
Mg     ,   6, SMSS J051008.62-372019.8,          , 5.01   ,      0.11,        , -2.58,         , 0.61
Mg     ,  10, SMSS J055746.51-575057.4,          , 5.49   ,      0.1 ,        , -2.11,         , 0.39
Mg     ,  10, SMSS J061725.30-600740.6,          , 5.28   ,      0.1 ,        , -2.32,         , 0.4
Mg     ,  11, SMSS J062609.83-590503.2,          , 5.07   ,      0.11,        , -2.53,         , 0.24
Mg     ,  10, SMSS J063447.15-622355.0,          , 4.81   ,      0.14,        , -2.79,         , 0.61
Mg     ,  11, SMSS J064349.43-653038.6,          , 5.43   ,      0.09,        , -2.17,         , 0.31
Mg     ,  10, SMSS J065014.40-614328.0,          , 5.02   ,      0.14,        , -2.58,         , 0.6
Mg     ,  11, SMSS J070257.95-600422.4,          , 5.43   ,      0.12,        , -2.17,         , 0.45
Mg     ,   9, SMSS J080050.54-724620.6,          , 5.91   ,      0.11,        , -1.69,         , 0.39
Mg     ,   8, SMSS J085924.06-120104.9,          , 4.58   ,      0.12,        , -3.02,         , 0.61
Mg     ,   9, SMSS J090247.43-122755.0,          , 5.63   ,      0.11,        , -1.97,         , 0.43
Mg     ,   4, SMSS J091210.40-064427.9,          , 5.29   ,      0.04,        , -2.31,         , 0.33
Mg     ,   3, SMSS J093209.41-003435.8,          , 5.0    ,      0.05,        , -2.6 ,         , 0.51
Mg     ,   3, 2MASS J09380777-0600392 ,          , 5.14   ,      0.12,        , -2.46,         , 0.21
Mg     ,   2, SMSS J093829.27-070520.9,          , 5.32   ,      0.09,        , -2.28,         , 0.06
Mg     ,   5, SMSS J094029.05-060935.0,          , 4.87   ,      0.13,        , -2.73,         , 0.45
Mg     ,   5, SMSS J094755.04-102724.7,          , 5.07   ,      0.08,        , -2.53,         , 0.46
Mg     ,   6, SMSS J095120.49-401431.3,          , 6.58   ,      0.08,        , -1.02,         , 0.46
Mg     ,   5, SMSS J100251.13-000152.1,          , 5.3    ,      0.08,        , -2.3 ,         , 0.32
Mg     ,   4, 2MASS J10242264-2904203 ,          , 4.9    ,      0.1 ,        , -2.7 ,         , 0.43
Mg     ,   3, 2MASS J10275895-3006391 ,          , 4.99   ,      0.07,        , -2.61,         , 0.35
Mg     ,   1, 2MASS J10283035-2951115 ,          , 5.59   ,          ,        , -2.01,         , 0.38
Mg     ,   4, 2MASS J10294248-0103238 ,          , 5.59   ,      0.07,        , -2.0 ,         , 0.38
Mg     ,  11, SMSS J105320.99-435300.1,          , 5.84   ,      0.12,        , -1.76,         , 0.1
Mg     ,   8, SMSS J105438.86-435819.9,          , 6.1    ,      0.12,        , -1.5 ,         , 0.48
Mg     ,   5, SMSS J110850.60-080034.7,          , 5.07   ,      0.05,        , -2.53,         , 0.36
Mg     ,  10, SMSS J121353.63-441911.2,          , 5.47   ,      0.1 ,        , -2.13,         , 0.46
Mg     ,  10, SMSS J121716.48-442510.2,          , 5.74   ,      0.08,        , -1.86,         , 0.24
Mg     ,   5, SMSS J122455.61-151134.0,          , 5.42   ,      0.15,        , -2.18,         , 0.44
Mg     ,   8, SMSS J123158.00-162317.6,          , 5.42   ,      0.11,        , -2.18,         , 0.45
Mg     ,   8, SMSS J123246.06-054559.1,          , 5.13   ,      0.07,        , -2.47,         , 0.56
Mg     ,   4, SMSS J125115.37-331448.1,          , 5.33   ,      0.09,        , -2.27,         , 0.38
Mg     ,   4, SMSS J125125.64-340343.4,          , 5.48   ,      0.15,        , -2.12,         , 0.4
Mg     ,   4, SMSS J125451.18-334440.3,          , 5.36   ,      0.08,        , -2.24,         , 0.56
Mg     ,   8, SMSS J125804.65-335045.1,          , 4.7    ,      0.1 ,        , -2.9 ,         , 0.53
Mg     ,  10, SMSS J130537.01-294438.3,          , 5.55   ,      0.11,        , -2.04,         , 0.31
Mg     ,  11, SMSS J133013.61-434632.4,          , 5.51   ,      0.1 ,        , -2.09,         , 0.45
Mg     ,  10, SMSS J133532.32-210632.9,          , 5.39   ,      0.09,        , -2.21,         , 0.52
Mg     ,   6, SMSS J135217.78-151405.7,          , 5.46   ,      0.07,        , -2.14,         , 0.41
Mg     ,   5, SMSS J135625.09-161538.7,          , 5.25   ,      0.08,        , -2.35,         , 0.41
Mg     ,   9, SMSS J135819.95-150937.4,          , 5.36   ,      0.13,        , -2.24,         , 0.35
Mg     ,   9, SMSS J141547.72-414034.0,          , 5.3    ,      0.11,        , -2.3 ,         , -0.05
Mg     ,  10, SMSS J143511.34-420326.5,          , 4.94   ,      0.1 ,        , -2.66,         , 0.49
Mg     ,   4, SMSS J151101.05-182103.0,          , 5.29   ,      0.13,        , -2.31,         , 0.4
Mg     ,   4, SMSS J151450.18-182946.0,          , 5.32   ,      0.08,        , -2.28,         , 0.45
Mg     ,  12, SMSS J155430.57-263904.8,          , 5.31   ,      0.13,        , -2.29,         , 0.33
Mg     ,  11, SMSS J155628.74-165533.4,          , 5.33   ,      0.12,        , -2.27,         , 0.52
Mg     ,   8, SMSS J160447.75-293146.7,          , 5.6    ,      0.1 ,        , -2.0 ,         , 0.65
Mg     ,  10, SMSS J164921.94-041943.9,          , 5.86   ,      0.09,        , -1.74,         , 0.49
Mg     ,  10, SMSS J165023.82-252948.7,          , 5.43   ,      0.13,        , -2.17,         , 0.3
Mg     ,  10, SMSS J165219.76-253133.7,          , 5.73   ,      0.08,        , -1.87,         , 0.34
Mg     ,   7, SMSS J173823.36-145701.0,          , 4.46   ,      0.08,        , -3.14,         , 0.43
Mg     ,   8, SMSS J174048.48-143635.6,          , 5.33   ,      0.09,        , -2.27,         , 0.23
Mg     ,   9, SMSS J174916.38-455427.5,          , 5.36   ,      0.12,        , -2.24,         , 0.28
Mg     ,   8, SMSS J174922.26-455103.8,          , 5.3    ,      0.1 ,        , -2.3 ,         , 0.47
Mg     ,   9, SMSS J175021.86-414627.2,          , 5.17   ,      0.11,        , -2.43,         , 0.33
Mg     ,   9, SMSS J175046.30-425506.9,          , 5.67   ,      0.1 ,        , -1.93,         , 0.24
Mg     ,   8, SMSS J175738.37-454823.5,          , 5.52   ,      0.12,        , -2.08,         , 0.39
Mg     ,  11, SMSS J183246.49-343434.2,          , 5.11   ,      0.1 ,        , -2.49,         , 0.51
Mg     ,  10, SMSS J183753.10-380725.9,          , 5.13   ,      0.13,        , -2.47,         , 0.52
Mg     ,   9, SMSS J184226.25-272602.7,          , 4.33   ,      0.09,        , -3.27,         , 0.63
Mg     ,   8, SMSS J184825.29-305929.7,          , 4.45   ,      0.13,        , -3.15,         , 0.49
Mg     ,  10, SMSS J185628.44-231809.8,          , 5.08   ,      0.15,        , -2.52,         , 0.46
Mg     ,  10, SMSS J190549.33-214945.0,          , 4.94   ,      0.1 ,        , -2.66,         , 0.45
Mg     ,  12, SMSS J190911.03-213207.5,          , 5.64   ,      0.14,        , -1.96,         , 0.44
Mg     ,   6, SMSS J190931.13-214053.9,          , 4.61   ,      0.09,        , -2.99,         , 0.34
Mg     ,   5, SMSS J191802.51-851523.0,          , 5.19   ,      0.08,        , -2.41,         , 0.21
Mg     ,   8, SMSS J193528.46-462129.6,          , 4.88   ,      0.11,        , -2.71,         , 0.68
Mg     ,   5, SMSS J193617.38-790231.4,          , 6.47   ,      0.09,        , -1.13,         , 0.16
Mg     ,   7, SMSS J194432.13-720537.1,          , 5.59   ,      0.14,        , -2.01,         , 0.42
Mg     ,   6, SMSS J195614.75-320145.9,          , 5.82   ,      0.13,        , -1.78,         , 0.54
Mg     ,   7, SMSS J195931.70-643529.3,          , 5.59   ,      0.1 ,        , -2.01,         , 0.57
Mg     ,   6, SMSS J200228.85-533114.4,          , 4.95   ,      0.11,        , -2.65,         , 0.57
Mg     ,   5, SMSS J200654.42-321157.7,          , 4.59   ,      0.19,        , -3.01,         , 0.24
Mg     ,  10, SMSS J202057.49-522417.2,          , 5.13   ,      0.15,        , -2.47,         , 0.65
Mg     ,   4, SMSS J202123.89-515742.8,          , 5.37   ,      0.1 ,        , -2.23,         , 0.38
Mg     ,   4, SMSS J205313.80-651830.6,          , 5.35   ,      0.06,        , -2.25,         , 0.37
Mg     ,   7, SMSS J210021.85-653627.9,          , 6.1    ,      0.13,        , -1.5 ,         , 0.39
Mg     ,   6, SMSS J211340.44-520017.5,          , 5.57   ,      0.09,        , -2.03,         , 0.37
Mg     ,   9, SMSS J215805.81-651327.2,          , 4.6    ,      0.09,        , -3.0 ,         , 0.42
Mg     ,   8, SMSS J221448.33-453949.9,          , 5.43   ,      0.1 ,        , -2.17,         , 0.39
Mg     ,   8, SMSS J224838.41-550635.1,          , 5.21   ,      0.13,        , -2.39,         , 0.48
Mg     ,   7, SMSS J224843.95-543610.1,          , 5.63   ,      0.1 ,        , -1.97,         , 0.41
Mg     ,   5, SMSS J225851.25-265434.9,          , 4.18   ,      0.15,        , -3.42,         , 0.06
Mg     ,   9, SMSS J230013.16-263511.0,          , 4.88   ,      0.17,        , -2.72,         , 0.63
Mg     ,   7, SMSS J230113.95-291458.2,          , 5.38   ,      0.09,        , -2.22,         , 0.3
Mg     ,   5, 2MASS J23203653-3637223 ,          , 5.39   ,      0.13,        , -2.21,         , 0.42
Mg     ,   7, 2MASS J23261426-3719492 ,          , 5.46   ,      0.05,        , -2.14,         , 0.41
Al     ,   1, SMSS J000113.96-363337.9,          , 3.32   ,          ,        , -3.13,         , -0.81
Al     ,   1, SMSS J001039.86-525851.4,          , 3.24   ,          ,        , -3.21,         , -0.89
Al     ,   1, SMSS J001952.15-525803.0,          , 3.19   ,          ,        , -3.26,         , -0.7
Al     ,   1, SMSS J002148.06-471132.1,          , 2.45   ,          ,        , -4.0 ,         , -0.83
Al     ,   0, SMSS J003055.81-482011.3,          ,        ,          ,        ,      ,         , 
Al     ,   1, SMSS J003327.36-491037.9,          , 2.9    ,          ,        , -3.55,         , -0.19
Al     ,   1, SMSS J004037.56-515025.2,          , 2.17   ,          ,        , -4.28,         , -0.45
Al     ,   1, SMSS J005953.98-594329.9,          , 2.27   ,          ,        , -4.18,         , -0.25
Al     ,   1, SMSS J010332.63-534654.3,          , 2.8    ,          ,        , -3.65,         , -0.62
Al     ,   1, SMSS J010651.91-524410.5,          , 2.06   ,          ,        , -4.39,         , -0.6
Al     ,   1, SMSS J010839.58-285701.5,          , 2.94   ,          ,        , -3.51,         , -0.49
Al     ,   1, SMSS J012147.80-495328.2,          , 3.95   ,          ,        , -2.5 ,         , -0.72
Al     ,   1, SMSS J014624.60-352457.7,          , 2.7    ,          ,        , -3.75,         , -0.94
Al     ,   1, SMSS J015350.94-775525.6,          , 3.55   ,          ,        , -2.9 ,         , -0.28
Al     ,   1, SMSS J015941.53-781408.7,          , 2.39   ,          ,        , -4.06,         , -0.95
Al     ,   1, 2MASS J02031860-7930291 ,          , 2.74   ,          ,        , -3.71,         , -0.68
Al     ,   1, SMSS J020748.93-465616.4,          , 2.87   ,          ,        , -3.58,         , -0.87
Al     ,   1, SMSS J021323.26-495936.5,          , 3.21   ,          ,        , -3.24,         , -0.37
Al     ,   1, SMSS J022410.38-534659.9,          , 2.62   ,          ,        , -3.83,         , -0.43
Al     ,   1, SMSS J022423.27-573705.1,          , 2.1    ,          ,        , -4.35,         , -0.38
Al     ,   1, SMSS J022452.58-731051.8,          , 3.55   ,          ,        , -2.9 ,         , -0.35
Al     ,   1, SMSS J022545.31-774119.9,          , 2.97   ,          ,        , -3.48,         , -0.85
Al     ,   1, SMSS J022756.48-684256.6,          , 3.41   ,          ,        , -3.04,         , -0.83
Al     ,   1, SMSS J023139.43-523957.4,          , 2.84   ,          ,        , -3.61,         , -0.67
Al     ,   1, SMSS J023147.96-575341.7,          , 2.16   ,          ,        , -4.29,         , -0.87
Al     ,   1, SMSS J024643.28-352502.4,          , 2.57   ,          ,        , -3.88,         , -0.51
Al     ,   1, SMSS J024858.41-684306.4,          , 2.02   ,          ,        , -4.43,         , -0.72
Al     ,   1, 2MASS J03084611-4747083 ,          , 4.8    ,          ,        , -1.65,         , -0.09
Al     ,   1, SMSS J031556.09-473442.1,          , 2.35   ,          ,        , -4.1 ,         , -0.84
Al     ,   1, SMSS J032132.29-363123.6,          , 2.83   ,          ,        , -3.62,         , -0.22
Al     ,   1, SMSS J033005.90-681352.5,          , 2.03   ,          ,        , -4.42,         , -0.98
Al     ,   1, SMSS J034249.53-284216.0,          , 2.7    ,          ,        , -3.75,         , -1.42
Al     ,   1, SMSS J040148.04-743537.3,          , 2.47   ,          ,        , -3.98,         , -0.89
Al     ,   1, SMSS J041957.56-493818.3,          , 3.01   ,          ,        , -3.44,         , -0.47
Al     ,   1, SMSS J051008.62-372019.8,          , 2.39   ,          ,        , -4.06,         , -0.86
Al     ,   1, SMSS J055746.51-575057.4,          , 3.21   ,          ,        , -3.24,         , -0.74
Al     ,   1, SMSS J061725.30-600740.6,          , 3.09   ,          ,        , -3.36,         , -0.64
Al     ,   1, SMSS J062609.83-590503.2,          , 2.8    ,          ,        , -3.65,         , -0.88
Al     ,   1, SMSS J063447.15-622355.0,          , 2.83   ,          ,        , -3.62,         , -0.21
Al     ,   1, SMSS J064349.43-653038.6,          , 3.29   ,          ,        , -3.16,         , -0.68
Al     ,   1, SMSS J065014.40-614328.0,          , 2.79   ,          ,        , -3.66,         , -0.48
Al     ,   1, SMSS J070257.95-600422.4,          , 3.24   ,          ,        , -3.21,         , -0.59
Al     ,   1, SMSS J080050.54-724620.6,          , 3.35   ,          ,        , -3.1 ,         , -1.02
Al     ,   1, SMSS J085924.06-120104.9,          , 2.42   ,          ,        , -4.03,         , -0.4
Al     ,   1, SMSS J090247.43-122755.0,          , 3.21   ,          ,        , -3.24,         , -0.84
Al     ,   1, SMSS J091210.40-064427.9,          , 3.06   ,          ,        , -3.39,         , -0.75
Al     ,   1, SMSS J093209.41-003435.8,          , 2.39   ,          ,        , -4.06,         , -0.95
Al     ,   1, 2MASS J09380777-0600392 ,          , 2.71   ,          ,        , -3.74,         , -1.06
Al     ,   1, SMSS J093829.27-070520.9,          ,        ,          ,        ,      ,         , 
Al     ,   1, SMSS J094029.05-060935.0,          , 2.6    ,          ,        , -3.85,         , -0.67
Al     ,   1, SMSS J094755.04-102724.7,          , 2.57   ,          ,        , -3.88,         , -0.89
Al     ,   1, SMSS J095120.49-401431.3,          , 4.33   ,          ,        , -2.12,         , -0.64
Al     ,   2, SMSS J100251.13-000152.1,          , 3.79   ,      0.03,        , -2.67,         , -0.04
Al     ,   0, 2MASS J10242264-2904203 ,          ,        ,          ,        ,      ,         , 
Al     ,   0, 2MASS J10275895-3006391 ,          ,        ,          ,        ,      ,         , 
Al     ,   0, 2MASS J10283035-2951115 ,          ,        ,          ,        ,      ,         , 
Al     ,   1, 2MASS J10294248-0103238 ,          , 2.95   ,          ,        , -3.5 ,         , -1.11
Al     ,   1, SMSS J105320.99-435300.1,          , 3.55   ,          ,        , -2.9 ,         , -1.04
Al     ,   1, SMSS J105438.86-435819.9,          , 3.66   ,          ,        , -2.79,         , -0.81
Al     ,   1, SMSS J110850.60-080034.7,          , 2.83   ,          ,        , -3.62,         , -0.72
Al     ,   1, SMSS J121353.63-441911.2,          , 3.17   ,          ,        , -3.28,         , -0.69
Al     ,   1, SMSS J121716.48-442510.2,          , 3.6    ,          ,        , -2.85,         , -0.75
Al     ,   0, SMSS J122455.61-151134.0,          ,        ,          ,        ,      ,         , 
Al     ,   1, SMSS J123158.00-162317.6,          , 3.07   ,          ,        , -3.38,         , -0.75
Al     ,   1, SMSS J123246.06-054559.1,          , 2.69   ,          ,        , -3.76,         , -0.73
Al     ,   1, SMSS J125115.37-331448.1,          , 2.94   ,          ,        , -3.51,         , -0.87
Al     ,   1, SMSS J125125.64-340343.4,          , 2.97   ,          ,        , -3.48,         , -0.96
Al     ,   1, SMSS J125451.18-334440.3,          , 2.98   ,          ,        , -3.47,         , -0.66
Al     ,   1, SMSS J125804.65-335045.1,          , 2.3    ,          ,        , -4.15,         , -0.71
Al     ,   1, SMSS J130537.01-294438.3,          , 2.99   ,          ,        , -3.46,         , -1.11
Al     ,   1, SMSS J133013.61-434632.4,          , 3.18   ,          ,        , -3.27,         , -0.73
Al     ,   1, SMSS J133532.32-210632.9,          , 3.39   ,          ,        , -3.06,         , -0.33
Al     ,   1, SMSS J135217.78-151405.7,          , 3.11   ,          ,        , -3.34,         , -0.78
Al     ,   1, SMSS J135625.09-161538.7,          , 2.4    ,          ,        , -4.05,         , -1.29
